,document,relavance
962179,35428892,-0.9387788772583008
962179,35428881,0.675823450088501
962179,14961102,0.17077688872814178
962179,23608925,-0.1893104463815689
962179,27401077,-0.43703046441078186
962179,14961105,-0.9805850386619568
962179,354288814,-0.47734108567237854
962179,149611316,-0.996547520160675
962179,354288828,-0.9215907454490662
962179,354288824,0.6333109140396118
962179,274010729,-0.9555235505104065
962179,149611315,-0.9643027782440186
962179,6630229,0.7180798053741455
962179,274010710,-0.2824036777019501
962179,149611317,-0.01695874147117138
962179,149611024,-0.9598411321640015
962179,274010724,-0.9903907179832458
962179,317888221,-0.9963328838348389
962179,149611029,0.0670924037694931
962179,149611110,-0.9854395985603333
962179,149611010,0.5949288010597229
962179,149611019,0.8623071312904358
962179,317888216,-0.23175399005413055
962179,274010712,-0.52158123254776
962179,317888229,-0.588676393032074
962179,27401079,0.5601381063461304
962179,274010719,0.865090548992157
962179,317888223,-0.9906659126281738
962179,7639082,-0.7102304697036743
962179,27401070,0.6890006065368652
962179,17528687,0.8346968293190002
962179,20991524,0.6782296895980835
962179,354288813,0.7051067352294922
962179,354288826,-0.5100754499435425
962179,354288817,-0.9863357543945312
962179,274010717,-0.23175399005413055
962179,274010728,-0.9252268075942993
962179,149611311,-0.9479011297225952
962179,274010727,-0.7575622797012329
962179,149611012,0.2728946805000305
962179,149610810,0.8285937309265137
962179,23608921,-0.9964353442192078
962179,129248228,-0.991599977016449
962179,7639081,-0.5953635573387146
962179,30997722,-0.913230299949646
962179,31788822,0.5059107542037964
962179,20991520,0.8193654417991638
962179,20991521,-0.9599359035491943
962179,17528685,0.6231710910797119
962179,14961095,0.33103883266448975
962179,35428886,-0.9777907133102417
962179,31788828,0.06885368376970291
962179,149611328,-0.8718536496162415
962179,149611313,0.45736247301101685
962179,149611323,-0.978866696357727
962179,317888219,0.8829411268234253
962179,274010720,0.8832420706748962
962179,149610812,0.43609097599983215
962179,317888210,-0.25126782059669495
962179,14961089,0.5138500928878784
962179,149611025,-0.29244470596313477
962179,129248222,-0.9984527230262756
962179,129248223,-0.9956440329551697
962179,35428893,0.22208820283412933
962179,27401072,0.620315670967102
962179,14961092,0.7752397060394287
962179,12924823,-0.9982156157493591
962179,14961090,-0.9574311971664429
962179,27401071,0.8474360704421997
962179,14961117,0.17837421596050262
962179,31788827,-0.43703046441078186
962179,31788826,0.7576795220375061
962179,354288820,-0.9950814247131348
962179,149611329,-0.8419619798660278
962179,149611320,-0.7599301338195801
962179,149611326,-0.9932857751846313
962179,149611018,0.8277686834335327
962179,175286810,-0.9920675754547119
962179,149611022,0.028550969436764717
962179,66302210,-0.6024641990661621
962179,317888213,0.5538663864135742
962179,274010718,0.6989606022834778
962179,274010716,0.21253758668899536
962179,317888217,0.7002466917037964
962179,22328140,0.8798521161079407
962179,129248221,-0.9980949759483337
962179,12924821,-0.9943305253982544
962179,14961080,0.789586067199707
962179,14961086,-0.9457660913467407
962179,14961141,0.7377389669418335
962179,27401076,0.7576795220375061
962179,6630225,-0.8138999342918396
962179,17528686,0.16729043424129486
962179,17528684,-0.6645816564559937
962179,35428885,-0.996171236038208
962179,236089210,-0.6555778980255127
962179,354288827,0.7732605338096619
962179,149611327,-0.9396395087242126
962179,149611314,-0.9987293481826782
962179,149611023,-0.9574253559112549
962179,317888222,-0.9833810329437256
962179,317888215,0.21253758668899536
962179,129248212,-0.9995285272598267
962179,12924829,-0.9943572878837585
962179,6630226,-0.9293779134750366
962179,27401078,0.06885368376970291
962179,14961106,-0.9802730679512024
962179,14961116,-0.9946863651275635
962179,14961136,-0.9818115234375
962179,31788824,0.14007243514060974
962179,354288819,-0.9991565942764282
962179,274010714,0.46717169880867004
962179,149611021,0.2909157872200012
962179,274010725,-0.3204980790615082
962179,317888214,0.4121544063091278
962179,14961130,0.5422566533088684
962179,14961110,0.830604076385498
962179,12924826,-0.9979941248893738
962179,12924824,-0.9979000687599182
962179,14961132,-0.749815821647644
962179,17528680,0.8354662656784058
962179,14961082,-0.9911544919013977
962179,27401073,0.761459469795227
962179,14961087,0.46939030289649963
962179,23608924,0.6358981132507324
962179,23608926,-0.8786781430244446
962179,27401074,0.14007243514060974
962179,14961114,0.7711750864982605
962179,17528688,-0.5039873123168945
962179,3553591,-0.8557897210121155
962179,3553593,-0.9492723345756531
962179,3553590,-0.8846518993377686
962179,35428884,-0.9707106351852417
962179,354288818,-0.9988492131233215
962179,354288812,0.21807855367660522
962179,354288810,0.02623056061565876
962179,14961119,-0.9698836207389832
962179,23608923,0.6186619997024536
962179,35428871,0.8595594167709351
962179,129248216,-0.9993956089019775
962179,12924822,-0.9934090971946716
962179,14961091,-0.9646496176719666
962179,20991522,0.3854428231716156
962179,6630222,-0.6378663778305054
962179,6630228,0.7770527005195618
962179,23608928,-0.9796707630157471
962179,12924828,-0.9933614730834961
962179,12924827,-0.9973903894424438
962179,14961115,0.7676529884338379
962179,354288816,0.829273521900177
962179,35428889,0.7278451919555664
962179,149610813,0.396591454744339
962179,317888224,-0.35920000076293945
962179,317888225,-0.6624301671981812
962179,6630221,-0.6109672784805298
962179,35428873,0.9788230657577515
962179,14961121,0.40753138065338135
962179,14961120,0.8161883354187012
962179,17528683,0.7969868183135986
962179,14961133,-0.9972245693206787
962179,14961085,-0.9463555216789246
962179,14961138,-0.9620984196662903
962179,14961134,-0.8974545001983643
962179,129248213,-0.9989110827445984
962179,354288829,0.4686795771121979
962179,354288821,-0.608502984046936
962179,274010722,-0.9963328838348389
962179,149611026,0.39900752902030945
962179,149611017,-0.9727686047554016
962179,317888220,-0.5779286623001099
962179,35428870,0.9876889586448669
962179,35428890,0.9046189785003662
962179,129248218,-0.9988024830818176
962179,14961111,-0.6361236572265625
962179,14961081,-0.9942089915275574
962179,17528681,0.1709980070590973
962179,14961146,0.603264331817627
962179,14961084,-0.9537590742111206
962179,14961137,-0.9867947101593018
962179,6630224,-0.9191818833351135
962179,20991525,-0.4770793914794922
962179,149611322,-0.9796639680862427
962179,354288825,-0.9922671914100647
962179,149611324,0.05448874458670616
962179,274010723,-0.9833810329437256
962179,274010713,0.3446947932243347
962179,274010721,-0.5772464275360107
962179,149611016,-0.9954114556312561
962179,317888218,0.8667857050895691
962179,317888212,0.27966946363449097
962179,274010715,0.37460118532180786
962179,149611027,-0.998216986656189
962179,35428883,-0.18011485040187836
962179,129248229,-0.9982988238334656
962179,14961112,-0.7359366416931152
962179,14961143,0.7631802558898926
962179,14961103,-0.9757698774337769
962179,14961096,0.5310412645339966
962179,14961088,-0.970513105392456
962179,3553592,0.17650695145130157
962179,14961139,-0.9646785855293274
962179,354288815,0.3515268564224243
962179,17528689,-0.9975842237472534
962179,149611312,-0.9687275290489197
962179,149611011,-0.33039724826812744
962179,149611028,-0.9996775984764099
962179,20991523,0.13839873671531677
962179,129248215,-0.9948099255561829
962179,129248217,-0.99857097864151
962179,129248227,-0.996384859085083
962179,129248211,-0.9963932633399963
359349,5356550,-0.6920360326766968
359349,8523712,-0.9996767640113831
359349,31454771,-0.9895538687705994
359349,31454770,-0.9995543956756592
359349,29107523,-0.9925357103347778
359349,16155233,-0.982577383518219
359349,11589734,-0.9998524188995361
359349,29107524,-0.7520409822463989
359349,11589731,-0.9996932744979858
359349,32933060,-0.9928157925605774
359349,5356592,-0.9982175827026367
359349,21930911,-0.8110321760177612
359349,21930916,-0.3018944263458252
359349,115897315,-0.351231187582016
359349,184947514,-0.8767488598823547
359349,32933065,-0.7540336847305298
359349,34237311,-0.8110321760177612
359349,27070913,-0.995816707611084
359349,27070926,-0.997725248336792
359349,18494755,-0.2874244451522827
359349,133893217,-0.9416961669921875
359349,3181120,0.07773599773645401
359349,7307892,-0.9642583727836609
359349,5356553,0.6080635786056519
359349,17832523,-0.9285518527030945
359349,17832522,-0.9635078310966492
359349,337801,0.6001366376876831
359349,2193096,-0.9949647784233093
359349,12969350,-0.07682401686906815
359349,33121610,-0.6645523905754089
359349,773201,-0.9788728952407837
359349,29107525,-0.427297443151474
359349,17474262,-0.40044665336608887
359349,32933061,-0.9880953431129456
359349,33121616,-0.9949647784233093
359349,16636482,0.16482824087142944
359349,16636480,-0.9462118744850159
359349,5356557,-0.9177470207214355
359349,13389327,-0.9726384282112122
359349,115897328,-0.9966821670532227
359349,331216115,-0.9900930523872375
359349,23532966,-0.9547750353813171
359349,27070924,-0.9975464940071106
359349,27070929,-0.9998129606246948
359349,27070927,-0.9965702295303345
359349,27070915,-0.9701288938522339
359349,133893218,-0.9777831435203552
359349,235329615,-0.9998579621315002
359349,18494758,0.8917005658149719
359349,235329613,-0.7106945514678955
359349,337822,0.7628692388534546
359349,8523711,-0.9980685710906982
359349,3423731,-0.6221839189529419
359349,23532961,-0.9375757575035095
359349,773223,-0.016043076291680336
359349,2193095,-0.2874244451522827
359349,78610,0.37505313754081726
359349,17832526,-0.9804279208183289
359349,8523716,-0.9987426400184631
359349,8523714,0.9750041961669922
359349,9342113,-0.855694055557251
359349,31454774,-0.9954826235771179
359349,33937090,-0.7470442056655884
359349,32933063,-0.9893636703491211
359349,3423736,-0.9949647784233093
359349,115897321,-0.9462347626686096
359349,184947515,-0.9900930523872375
359349,184947516,-0.3018944263458252
359349,184947510,-0.5346596837043762
359349,21930914,-0.8767488598823547
359349,5356558,-0.8238016366958618
359349,5356531,0.10473360866308212
359349,32933067,-0.901142418384552
359349,78615,0.47257235646247864
359349,27070914,-0.99749356508255
359349,133893210,-0.5346596837043762
359349,2193091,-0.6250470876693726
359349,235329614,-0.9996094107627869
359349,11589732,-0.9962248802185059
359349,5356551,-0.22035443782806396
359349,18494752,-0.9465011358261108
359349,18494750,-0.6645523905754089
359349,29107521,-0.889959990978241
359349,2193097,-0.9657589197158813
359349,773200,-0.6550219058990479
359349,337812,0.9788078665733337
359349,17832527,-0.8933966755867004
359349,115897323,-0.9957394599914551
359349,5356556,0.5026392340660095
359349,5356559,-0.9585833549499512
359349,32933064,-0.6640597581863403
359349,331216112,-0.7622261643409729
359349,2707096,-0.977674126625061
359349,2707092,-0.9873441457748413
359349,7809341,-0.7992666959762573
359349,8523710,-0.9997853636741638
359349,13389320,-0.8187969326972961
359349,31454772,-0.9763606786727905
359349,13389322,-0.9303840398788452
359349,18494751,-0.6250470876693726
359349,7307894,0.9654883146286011
359349,12262990,-0.7470442056655884
359349,11980581,-0.8909436464309692
359349,5356555,-0.9968750476837158
359349,184947512,-0.7622261643409729
359349,23532968,-0.9956612586975098
359349,184947518,-0.9777831435203552
359349,773205,-0.4466450810432434
359349,9342117,-0.06938681751489639
359349,133893215,-0.9900930523872375
359349,9342118,0.432626873254776
359349,27070922,-0.9992607235908508
359349,27070912,-0.9791455864906311
359349,27070916,-0.9737364053726196
359349,2707098,-0.9944832921028137
359349,3181122,0.28831741213798523
359349,331216110,-0.5346596837043762
359349,34237318,-0.9777831435203552
359349,7307890,-0.9903079867362976
359349,337780,0.9715489745140076
359349,11589737,-0.9978752732276917
359349,13389326,-0.8335708379745483
359349,78611,0.11875088512897491
359349,11207930,-0.9182764291763306
359349,11980583,-0.724349856376648
359349,11589739,-0.9953948855400085
359349,5356590,0.5596199035644531
359349,5356554,-0.44348809123039246
359349,115897327,-0.9991523623466492
359349,34237314,-0.8767488598823547
359349,78617,-0.8778080940246582
359349,27070928,-0.9954515695571899
359349,115897325,-0.9970589280128479
359349,115897316,-0.9923595786094666
359349,7809342,0.7628692388534546
359349,7307891,-0.29745975136756897
359349,29107520,-0.9879737496376038
359349,17832520,-0.8860031366348267
359349,16636483,-0.6001361608505249
359349,17474263,0.9247191548347473
359349,773222,-0.9580808877944946
359349,16155232,-0.9825620651245117
359349,11207931,-0.9874141216278076
359349,9342111,-0.9874643683433533
359349,32933062,-0.9813311696052551
359349,3423737,-0.9657589197158813
359349,115897329,-0.9992163181304932
359349,115897317,-0.9915660619735718
359349,34237315,-0.9900930523872375
359349,773204,-0.3151455521583557
359349,27070917,-0.9984275698661804
359349,17832524,-0.9666333198547363
359349,18494754,-0.7184198498725891
359349,9342110,-0.9946672320365906
359349,7809322,0.6419557929039001
359349,7809321,0.9614754319190979
359349,11589730,-0.9999171495437622
359349,17832521,-0.9983689188957214
359349,11589733,-0.9982776045799255
359349,2193094,-0.7184198498725891
359349,773202,-0.858312726020813
359349,21930915,-0.9900930523872375
359349,21930913,-0.9083908796310425
359349,3423738,0.8917005658149719
359349,18494759,-0.5441151261329651
359349,184947513,-0.9083908796310425
359349,115897318,-0.9906604886054993
359349,21930910,-0.5346596837043762
359349,17474264,-0.937574028968811
359349,34237316,-0.3018944263458252
359349,11980589,-0.990810215473175
359349,2707097,-0.9985435605049133
359349,9342116,-0.9308054447174072
359349,27070920,-0.9981988668441772
359349,235329611,-0.9901548624038696
359349,235329610,-0.9796076416969299
359349,337821,-0.7992666959762573
359349,18494753,-0.7256472706794739
359349,329330611,-0.9996517300605774
359349,773203,-0.6003975868225098
359349,9342112,0.9235717058181763
359349,773221,-0.9907638430595398
359349,3423734,-0.7184198498725891
359349,33121615,-0.2874244451522827
359349,184947511,-0.8110321760177612
359349,115897326,-0.9927696585655212
359349,5356533,-0.9168194532394409
359349,53565510,-0.9938762784004211
359349,33121619,-0.5441151261329651
359349,34237310,-0.5346596837043762
359349,34237317,-0.9416961669921875
359349,9342115,-0.7199503183364868
359349,93421110,-0.9669248461723328
359349,27070923,-0.9996284246444702
359349,27070911,-0.9983342885971069
359349,27070925,-0.9980086088180542
359349,18494756,-0.9949647784233093
359349,2193090,-0.6645523905754089
359349,5356552,0.978759765625
359349,31454773,-0.9999340772628784
359349,2707091,-0.9951858520507812
359349,2707090,-0.9989879727363586
359349,337800,0.9116925597190857
359349,773220,-0.783471405506134
359349,11980582,-0.9557806253433228
359349,5356591,-0.8820827007293701
359349,184947517,-0.9416961669921875
359349,23532964,-0.8129910826683044
359349,3423739,-0.5441151261329651
359349,32933068,-0.9821245074272156
359349,331216114,-0.8767488598823547
359349,34237313,-0.9083908796310425
359349,9342119,-0.9908377528190613
359349,27070910,-0.999864935874939
359349,329330610,-0.9693621397018433
359349,27070919,-0.9979287981987
359349,133893211,-0.8110321760177612
359349,11980585,-0.8829853534698486
359349,8523713,-0.9995555877685547
359349,3423732,-0.9446201324462891
359349,235329612,-0.9707053899765015
359349,3423730,-0.7276250720024109
359349,337781,0.9660745859146118
359349,2193093,-0.7256472706794739
359349,33121611,-0.6250470876693726
359349,2707093,-0.990317702293396
359349,23532962,-0.9932991862297058
359349,23532963,-0.9933273196220398
359349,12969353,-0.9168194532394409
359349,17474261,-0.9375293254852295
359349,11207932,-0.8032539486885071
359349,11589735,-0.9954506754875183
359349,337810,0.7808003425598145
359349,5356530,-0.07682401686906815
359349,33121617,-0.9657589197158813
359349,115897312,-0.9888829588890076
359349,115897311,-0.9821534752845764
359349,32933066,-0.9053419828414917
359349,78614,-0.32043829560279846
359349,331216118,-0.9777831435203552
359349,2193092,-0.9465011358261108
359349,3181121,0.7410276532173157
359349,3181123,0.35944730043411255
359349,23532969,-0.996221125125885
359349,3423733,-0.7256472706794739
359349,133893216,-0.3018944263458252
359349,13389321,-0.16297344863414764
359349,337820,-0.5142463445663452
359349,2193098,0.8917005658149719
359349,78613,0.12891638278961182
359349,17832525,-0.9706428647041321
359349,16636481,-0.5767030715942383
359349,11980580,-0.950447678565979
359349,13389324,-0.8196350932121277
359349,11207933,-0.09325368702411652
359349,115897319,-0.9653723239898682
359349,115897320,-0.923288106918335
359349,21930918,-0.9777831435203552
359349,34237312,-0.7622261643409729
359349,331216116,-0.3018944263458252
359349,331216113,-0.9083908796310425
359349,78616,0.5414543151855469
359349,9342114,-0.9943520426750183
359349,329330612,-0.9987914562225342
359349,27070918,-0.7611896991729736
359349,2707099,-0.9864499568939209
359349,18494757,-0.9657589197158813
359349,13389329,-0.570197343826294
359349,11980587,-0.8881945610046387
359349,7307893,-0.9300532937049866
359349,78612,0.24549970030784607
359349,16155230,-0.999836266040802
359349,11589738,-0.9894704222679138
359349,11589736,-0.9988020062446594
359349,33121618,0.8917005658149719
359349,337813,-0.5786447525024414
359349,33121614,-0.7184198498725891
359349,21930912,-0.7622261643409729
359349,23532965,-0.7936986684799194
359349,331216111,-0.8110321760177612
359349,93421112,-0.9981040358543396
359349,32933069,-0.9967914819717407
359349,337802,-0.7169240713119507
359349,133893212,-0.7622261643409729
359349,133893213,-0.9083908796310425
359349,11980584,-0.9252843856811523
359349,133893214,-0.8767488598823547
359349,13389323,-0.688473105430603
359349,23532960,-0.9961475729942322
359349,12969352,-0.48177602887153625
359349,16155231,-0.9996032118797302
359349,17474260,-0.9723254442214966
359349,115897313,-0.9938012361526489
359349,115897322,-0.9872974157333374
359349,115897324,-0.9961321353912354
359349,115897310,-0.9727303981781006
359349,2193099,-0.5441151261329651
359349,23532967,-0.9927221536636353
359349,337814,-0.4220474064350128
359349,2707095,-0.9990299940109253
359349,2707094,-0.9963653683662415
359349,27070921,-0.9996365308761597
359349,11980588,-0.9862543940544128
359349,11980586,-0.8373808264732361
359349,7809320,0.33011287450790405
359349,7809340,-0.5142463445663452
359349,29107522,-0.9938278794288635
359349,12969351,0.10473360866308212
359349,33121612,-0.9465011358261108
359349,33121613,-0.7256472706794739
359349,17832528,0.9553608298301697
359349,8523715,-0.9577456712722778
359349,13389325,-0.6114206314086914
359349,13389328,0.8457960486412048
359349,5356532,-0.48177602887153625
359349,337811,-0.48133379220962524
359349,3423735,-0.2874244451522827
359349,115897314,-0.9616793990135193
359349,21930917,-0.9416961669921875
359349,331216117,-0.9416961669921875
359349,93421111,-0.06444583088159561
359349,235329616,-0.9982853531837463
359349,235329617,-0.9929448366165161
1117099,32600300,-0.9907209873199463
1117099,35621763,-0.8081912398338318
1117099,1227141,-0.9914856553077698
1117099,32807990,-0.9733750224113464
1117099,33929861,-0.9628200531005859
1117099,13679001,-0.9860019683837891
1117099,12445430,-0.9850306510925293
1117099,30995030,0.5113784074783325
1117099,13679003,-0.7983419299125671
1117099,13921262,-0.9871379137039185
1117099,21121413,-0.9330871105194092
1117099,16050091,-0.9968312382698059
1117099,2301644,-0.6546010971069336
1117099,22952505,-0.9274333715438843
1117099,2771562,-0.994982898235321
1117099,29072031,0.49889394640922546
1117099,25997112,-0.8934890627861023
1117099,21398796,0.005032303277403116
1117099,258780,-0.9519056677818298
1117099,29387213,-0.7662087678909302
1117099,25170205,-0.9771319031715393
1117099,23068000,0.3411073088645935
1117099,21814233,-0.9938966631889343
1117099,28006811,-0.8479310274124146
1117099,29072041,0.2842155992984772
1117099,12445437,0.36833456158638
1117099,1559414,-0.9828089475631714
1117099,29451360,-0.973256528377533
1117099,1559417,-0.9852177500724792
1117099,9692732,-0.8030922412872314
1117099,12445438,-0.17195162177085876
1117099,16933955,-0.9119638204574585
1117099,11646671,-0.05773777887225151
1117099,1121014,-0.9747130870819092
1117099,18251428,-0.9918897151947021
1117099,33137642,-0.9828436374664307
1117099,12445431,-0.9694836735725403
1117099,18939250,-0.7938424348831177
1117099,1121013,-0.9879080653190613
1117099,29387217,-0.9846522808074951
1117099,30995036,-0.9828454256057739
1117099,33183992,-0.9213045835494995
1117099,11415840,0.5545971393585205
1117099,1800662,-0.9737650156021118
1117099,30452372,-0.9506402015686035
1117099,33137643,-0.9139775633811951
1117099,33346768,-0.5911628007888794
1117099,33137641,-0.9792507886886597
1117099,14972232,-0.9517829418182373
1117099,18059543,-0.9154199957847595
1117099,30994991,-0.9833539724349976
1117099,11415843,0.45053568482398987
1117099,18059547,-0.9540256261825562
1117099,13679002,-0.6326586008071899
1117099,33137640,-0.9946731328964233
1117099,5925080,-0.9815592765808105
1117099,5925083,-0.9871753454208374
1117099,1951472,-0.6910220980644226
1117099,35621656,-0.9877384305000305
1117099,34822615,-0.9832550883293152
1117099,21121417,-0.9871959090232849
1117099,100426121,-0.9099606275558472
1117099,36628,-0.5911628007888794
1117099,36627,-0.8136938810348511
1117099,19514717,-0.9871523380279541
1117099,206740717,-0.9871523380279541
1117099,21559714,-0.9929152131080627
1117099,107336810,-0.8276811838150024
1117099,216045718,-0.9514179825782776
1117099,189392429,-0.9734703898429871
1117099,227636619,-0.9476593136787415
1117099,11415865,-0.8624371886253357
1117099,182514227,-0.991519570350647
1117099,202265912,-0.9906694293022156
1117099,182514213,-0.5479421615600586
1117099,213987910,-0.8983059525489807
1117099,19514713,-0.9744275808334351
1117099,189824017,-0.9882474541664124
1117099,205392110,-0.9807792901992798
1117099,169339517,-0.9888755679130554
1117099,1670488,-0.9255757331848145
1117099,356216526,-0.597288966178894
1117099,356217620,-0.9600473642349243
1117099,7397921,-0.9711944460868835
1117099,339298614,-0.978242039680481
1117099,7397923,-0.9848562479019165
1117099,265182810,-0.9846067428588867
1117099,339298612,-0.9578720331192017
1117099,348226118,-0.9456004500389099
1117099,348226116,-0.32197871804237366
1117099,610869,-0.9903135895729065
1117099,6694017,-0.9904267191886902
1117099,339298613,-0.9752163290977478
1117099,33185528,-0.9856308102607727
1117099,339298618,-0.975565493106842
1117099,146455811,-0.8684723377227783
1117099,146455819,-0.9688370227813721
1117099,83159613,-0.9744275808334351
1117099,287599118,-0.9927487969398499
1117099,16704820,0.3447912931442261
1117099,2771569,-0.8691233396530151
1117099,265182819,-0.9476593136787415
1117099,125370914,-0.985113799571991
1117099,138943117,-0.9281042814254761
1117099,29694605,-0.9909526109695435
1117099,169388918,-0.9951005578041077
1117099,59250813,-0.9851973056793213
1117099,173912816,-0.9715726971626282
1117099,339222517,-0.9369263648986816
1117099,331855214,-0.8876761198043823
1117099,38438426,-0.9805073142051697
1117099,309949912,-0.8870742917060852
1117099,304523718,-0.9926371574401855
1117099,96927310,-0.9880440831184387
1117099,20674073,-0.9480262398719788
1117099,124454310,-0.982292115688324
1117099,21595710,-0.9810684323310852
1117099,20226590,-0.9447658061981201
1117099,26092271,-0.19858188927173615
1117099,12271420,-0.9383658766746521
1117099,27222221,-0.9813565015792847
1117099,20539211,-0.8673831224441528
1117099,12271423,-0.9884882569313049
1117099,25170200,-0.9900690913200378
1117099,21604570,-0.9624878168106079
1117099,258783,-0.9684987664222717
1117099,124454324,-0.9373998045921326
1117099,123966612,-0.9943032264709473
1117099,13861865,-0.95346599817276
1117099,610860,-0.9632976055145264
1117099,55435713,-0.9630070328712463
1117099,224288915,-0.9908971786499023
1117099,33643380,-0.9857335686683655
1117099,215597125,-0.9691594839096069
1117099,272222213,-0.23580120503902435
1117099,28759913,-0.9249083995819092
1117099,136790012,-0.9670897126197815
1117099,28566003,-0.9829817414283752
1117099,35621760,-0.992718517780304
1117099,5033172,-0.6910220980644226
1117099,32600301,-0.09906858205795288
1117099,10733680,-0.9759063124656677
1117099,35621653,-0.9962573051452637
1117099,34822610,-0.6063657999038696
1117099,35621651,-0.9872298836708069
1117099,18251421,-0.3221482038497925
1117099,14645583,-0.9912084937095642
1117099,12537093,-0.7424145936965942
1117099,415811,-0.7733791470527649
1117099,415810,-0.993627667427063
1117099,32807992,-0.9947184324264526
1117099,24051285,-0.9827861785888672
1117099,25170207,-0.8078484535217285
1117099,29072043,0.5337517261505127
1117099,13861860,-0.953944981098175
1117099,13679007,-0.9244587421417236
1117099,24051288,-0.5911628007888794
1117099,21398798,0.19752880930900574
1117099,26092291,-0.7709885835647583
1117099,22533651,-0.9611306190490723
1117099,5543578,-0.9839221835136414
1117099,1227145,-0.9697204828262329
1117099,1070341,-0.9756187200546265
1117099,28759917,-0.9518771171569824
1117099,13795641,-0.19039691984653473
1117099,18059548,-0.9839221835136414
1117099,34171833,-0.9692464470863342
1117099,29694600,-0.6745420694351196
1117099,32807995,-0.6820000410079956
1117099,30995035,-0.9274333715438843
1117099,18059557,-0.9666345119476318
1117099,5033176,-0.9803208112716675
1117099,669401,-0.9700151681900024
1117099,10733682,-0.9388836622238159
1117099,107336813,-0.9334583282470703
1117099,107336819,-0.986928403377533
1117099,5033170,-0.9608158469200134
1117099,610864,-0.9863610863685608
1117099,21398794,-0.9598909616470337
1117099,182514229,-0.9991952180862427
1117099,216045720,-0.9973729252815247
1117099,180595414,-0.9793925285339355
1117099,229525015,-0.688686192035675
1117099,189292821,-0.8740652799606323
1117099,19514710,-0.9846067428588867
1117099,19150768,-0.9910903573036194
1117099,18929289,-0.990498423576355
1117099,180595415,-0.9904648661613464
1117099,189292817,-0.9719314575195312
1117099,227636610,-0.9846067428588867
1117099,202265929,-0.9714088439941406
1117099,202265914,-0.9818845987319946
1117099,189292812,-0.9923630356788635
1117099,229525014,0.06129223853349686
1117099,182514211,-0.5916732549667358
1117099,189392420,-0.87888103723526
1117099,205392126,-0.97979736328125
1117099,11415868,-0.6609866619110107
1117099,180595513,-0.9879285097122192
1117099,22428897,-0.8918639421463013
1117099,189824016,-0.9809392094612122
1117099,22533656,-0.7270810008049011
1117099,114158423,-0.5831076502799988
1117099,21559716,-0.9587679505348206
1117099,240512818,-0.9514179825782776
1117099,240512821,-0.9921007752418518
1117099,4158110,-0.9735678434371948
1117099,356216515,-0.9888681173324585
1117099,240512814,-0.7553613185882568
1117099,4158129,-0.9815152883529663
1117099,251702012,-0.8041953444480896
1117099,146455822,-0.9140921235084534
1117099,339298615,-0.990168035030365
1117099,27715618,-0.9870728850364685
1117099,265182827,-0.9937915802001953
1117099,13795645,-0.5095060467720032
1117099,280068127,-0.9937915802001953
1117099,27715617,-0.9384055733680725
1117099,6108623,-0.9754968881607056
1117099,14645589,-0.9922674894332886
1117099,272222211,-0.9949504137039185
